"date","max_temperature_f","mean_temperature_f","min_temperature_f","max_visibility_miles","mean_visibility_miles","min_visibility_miles","max_wind_Speed_mph","mean_wind_speed_mph","max_gust_speed_mph","precipitation_inches","cloud_cover","events","zip_code","city"
"12/5/2014",66,62,57,10,9,6,14,8,,"0",7,"Rain",94301,"Palo Alto"
"12/6/2014",69,64,59,15,11,5,12,8,,"0",5,"Rain",94301,"Palo Alto"
"12/7/2014",64,58,51,7,5,0,10,2,,"0",5,"Fog",94301,"Palo Alto"
"12/8/2014",69,62,55,10,10,10,8,6,,"0",5,"",94301,"Palo Alto"
"12/9/2014",64,60,57,10,7,6,9,5,,"0",6,"",94301,"Palo Alto"
"12/10/2014",64,60,55,10,8,4,20,7,20,"0",7,"",94301,"Palo Alto"
"12/11/2014",60,56,51,5,4,2,23,13,34,"0",8,"Rain",94301,"Palo Alto"
"12/12/2014",57,54,51,10,9,5,8,6,,"0",7,"Rain",94301,"Palo Alto"
"12/13/2014",57,50,42,15,10,7,7,2,,"0",4,"",94301,"Palo Alto"
"12/14/2014",60,54,48,10,10,10,16,8,,"0",6,"",94301,"Palo Alto"
"12/15/2014",57,55,53,10,9,5,26,18,,"0",8,"Rain",94301,"Palo Alto"
"12/16/2014",62,58,53,10,7,2,20,13,,"0",7,"Rain",94301,"Palo Alto"
"12/17/2014",59,54,50,10,8,7,12,7,,"0",7,"Rain",94301,"Palo Alto"
"12/18/2014",60,56,53,10,10,7,12,7,,"0",6,"",94301,"Palo Alto"
"12/19/2014",59,57,53,10,9,5,17,12,24,"0",8,"Rain",94301,"Palo Alto"
"12/20/2014",60,58,55,10,10,6,6,2,,"0",8,"",94301,"Palo Alto"
"12/21/2014",64,60,57,10,9,4,16,4,,"0",7,"",94301,"Palo Alto"
"12/22/2014",66,58,51,20,9,0,12,5,,"0",4,"Fog",94301,"Palo Alto"
"12/23/2014",69,58,48,10,10,10,12,5,,"0",0,"",94301,"Palo Alto"
"12/24/2014",62,58,51,10,7,1,21,9,30,"0",6,"Fog-Rain",94301,"Palo Alto"
"12/25/2014",59,54,48,10,10,10,17,15,29,"0",0,"",94301,"Palo Alto"
"12/26/2014",59,52,44,15,11,10,94,17,,"0",0,"",94301,"Palo Alto"
"12/27/2014",55,44,32,10,10,10,7,3,,"0",3,"",94301,"Palo Alto"
"12/28/2014",59,49,39,15,11,10,7,2,,"0",1,"",94301,"Palo Alto"
"12/29/2014",57,48,39,15,14,10,12,6,,"0",3,"",94301,"Palo Alto"
"12/30/2014",53,47,41,10,10,10,30,16,40,"0",0,"",94301,"Palo Alto"
"12/31/2014",57,46,35,10,10,10,13,6,,"0",1,"",94301,"Palo Alto"
"9/1/2014",85,73,60,10,10,10,17,5,21,"0",0,"",94041,"Mountain View"
"9/2/2014",76,69,61,10,10,10,18,7,23,"0",2,"",94041,"Mountain View"
"9/3/2014",79,70,61,10,10,10,17,6,22,"0",3,"",94041,"Mountain View"
"9/4/2014",78,70,62,10,10,9,16,6,21,"0",4,"",94041,"Mountain View"
"9/5/2014",76,69,61,10,10,8,17,7,21,"0",4,"",94041,"Mountain View"
"9/6/2014",75,67,59,10,8,6,15,5,21,"0",4,"",94041,"Mountain View"
"9/7/2014",72,66,59,10,10,8,16,5,21,"0",4,"",94041,"Mountain View"
"9/8/2014",69,63,56,10,10,10,21,7,24,"0",4,"",94041,"Mountain View"
"9/9/2014",75,65,54,10,10,9,14,4,17,"0",3,"",94041,"Mountain View"
"9/10/2014",86,72,57,10,9,5,14,4,16,"0",2,"",94041,"Mountain View"
"9/11/2014",85,72,59,10,10,7,14,4,16,"0",1,"",94041,"Mountain View"
"9/12/2014",81,71,60,10,10,9,13,4,15,"0",1,"",94041,"Mountain View"
"9/13/2014",79,70,61,10,10,7,15,4,20,"0",2,"",94041,"Mountain View"
"9/14/2014",78,70,61,10,10,9,14,5,21,"0",2,"",94041,"Mountain View"
"9/15/2014",77,69,60,10,10,10,22,6,24,"0",2,"",94041,"Mountain View"
"9/16/2014",82,70,57,10,10,10,18,6,22,"0",0,"",94041,"Mountain View"
"9/17/2014",84,74,63,10,10,10,20,6,23,"0",4,"",94041,"Mountain View"
"9/18/2014",83,75,66,10,10,10,17,7,20,"T",6,"Rain",94041,"Mountain View"
"9/19/2014",75,69,62,10,10,10,20,6,24,"0",3,"",94041,"Mountain View"
"9/20/2014",77,70,63,10,10,9,20,6,23,"0",4,"",94041,"Mountain View"
"9/21/2014",74,69,64,10,10,10,21,6,24,"0",5,"",94041,"Mountain View"
"9/22/2014",78,71,63,10,10,10,18,5,28,"0",4,"",94041,"Mountain View"
"9/23/2014",78,69,60,10,10,10,20,5,22,"0",2,"",94041,"Mountain View"
"9/24/2014",80,71,62,10,10,10,21,5,24,"0",3,"",94041,"Mountain View"
"9/25/2014",73,66,59,10,7,2,17,5,28,"0.41",6,"Rain",94041,"Mountain View"
"9/26/2014",75,66,57,10,10,10,16,5,22,"0",2,"",94041,"Mountain View"
"9/27/2014",76,68,60,10,10,10,15,4,21,"0",3,"",94041,"Mountain View"
"9/28/2014",76,67,57,10,10,10,17,5,21,"0",2,"",94041,"Mountain View"
"9/29/2014",71,65,59,10,10,10,21,5,25,"0",2,"",94041,"Mountain View"
"9/30/2014",76,66,56,10,10,10,16,4,18,"0",0,"",94041,"Mountain View"
"10/1/2014",86,71,56,10,10,10,14,4,17,"0",0,"",94041,"Mountain View"
"10/2/2014",91,73,54,10,10,10,12,3,13,"0",0,"",94041,"Mountain View"
"10/3/2014",93,76,59,10,10,10,10,3,14,"0",0,"",94041,"Mountain View"
"10/4/2014",91,74,57,10,10,10,12,3,16,"0",0,"",94041,"Mountain View"
"10/5/2014",88,73,58,10,10,10,12,3,14,"0",0,"",94041,"Mountain View"
"10/6/2014",85,71,57,10,10,10,12,3,20,"0",0,"",94041,"Mountain View"
"10/7/2014",77,67,57,10,9,5,14,4,16,"0",1,"",94041,"Mountain View"
"10/8/2014",82,69,56,10,10,8,14,3,17,"0",0,"",94041,"Mountain View"
"10/9/2014",72,65,57,10,10,7,12,4,14,"0",2,"",94041,"Mountain View"
"10/10/2014",68,63,57,10,10,10,13,5,17,"0",4,"",94041,"Mountain View"
"10/11/2014",76,66,55,10,10,10,14,3,16,"0",2,"",94041,"Mountain View"
"10/12/2014",89,72,55,10,10,10,13,3,15,"0",0,"",94041,"Mountain View"
"10/13/2014",85,70,55,10,10,10,17,5,21,"0",0,"",94041,"Mountain View"
"10/14/2014",73,65,56,10,10,8,20,7,29,"0",3,"",94041,"Mountain View"
"10/15/2014",74,67,60,10,10,10,20,5,23,"T",3,"",94041,"Mountain View"
"10/16/2014",73,64,55,10,10,10,14,4,16,"0",0,"",94041,"Mountain View"
"10/17/2014",77,65,52,10,10,10,13,3,17,"0",1,"",94041,"Mountain View"
"10/18/2014",79,68,56,10,10,10,14,4,16,"0",0,"",94041,"Mountain View"
"10/19/2014",74,65,56,10,10,10,21,5,23,"0",2,"",94041,"Mountain View"
"10/20/2014",70,64,57,10,9,4,14,4,18,"0.02",5,"Rain",94041,"Mountain View"
"10/21/2014",72,62,51,10,10,10,15,4,20,"0",0,"",94041,"Mountain View"
"10/22/2014",73,62,51,10,10,10,13,4,15,"0",0,"",94041,"Mountain View"
"10/23/2014",74,66,57,10,10,10,12,3,14,"0",1,"",94041,"Mountain View"
"10/24/2014",73,64,54,10,10,10,17,6,21,"0",1,"",94041,"Mountain View"
"10/25/2014",72,65,58,10,9,2,17,7,25,"0.1",4,"Rain",94041,"Mountain View"
"10/26/2014",69,62,54,10,10,10,15,6,21,"0",1,"",94041,"Mountain View"
"10/27/2014",70,59,48,10,10,10,14,3,17,"0",0,"",94041,"Mountain View"
"10/28/2014",72,61,49,10,10,10,12,2,15,"0",0,"",94041,"Mountain View"
"10/29/2014",80,66,51,10,10,10,12,1,13,"0",0,"",94041,"Mountain View"
"10/30/2014",79,68,56,10,10,10,14,4,18,"0",0,"",94041,"Mountain View"
"10/31/2014",65,60,55,10,9,2,14,5,18,"0.14",6,"Rain",94041,"Mountain View"
"11/1/2014",64,57,50,10,10,6,13,4,20,"0.03",3,"Rain",94041,"Mountain View"
"11/2/2014",67,57,46,10,10,10,14,3,20,"0",0,"",94041,"Mountain View"
"11/3/2014",70,57,44,10,10,10,13,2,15,"0",0,"",94041,"Mountain View"
"11/4/2014",72,59,46,10,10,10,12,2,14,"0",0,"",94041,"Mountain View"
"11/5/2014",77,63,49,10,10,10,9,1,12,"0",0,"",94041,"Mountain View"
"11/6/2014",74,63,52,10,10,6,13,3,18,"0",0,"",94041,"Mountain View"
"11/7/2014",69,61,52,10,6,0,10,3,24,"0.01",3,"Fog",94041,"Mountain View"
"11/8/2014",74,62,50,10,9,2,7,2,13,"0",1,"",94041,"Mountain View"
"11/9/2014",75,63,51,10,9,1,12,2,15,"0",1,"",94041,"Mountain View"
"11/10/2014",69,60,51,10,6,0,13,3,17,"0.01",4,"Fog",94041,"Mountain View"
"11/11/2014",69,60,51,10,10,10,12,1,14,"0",5,"",94041,"Mountain View"
"11/12/2014",67,62,57,10,10,4,10,3,14,"0.03",6,"Rain",94041,"Mountain View"
"11/13/2014",67,61,55,10,9,2,16,6,23,"0.1",5,"Rain",94041,"Mountain View"
"11/14/2014",66,59,51,10,10,10,13,3,28,"0",2,"",94041,"Mountain View"
"11/15/2014",66,57,48,10,10,10,14,3,17,"0",2,"",94041,"Mountain View"
"11/16/2014",65,57,49,10,10,10,18,5,21,"0.01",0,"",94041,"Mountain View"
"11/17/2014",67,56,45,10,10,10,12,2,14,"0",0,"",94041,"Mountain View"
"11/18/2014",66,56,45,10,10,10,9,2,10,"0",0,"",94041,"Mountain View"
"11/19/2014",68,61,53,10,9,5,18,6,28,"0.06",6,"Rain",94041,"Mountain View"
"11/20/2014",61,56,51,10,9,2,13,2,15,"0.14",5,"Rain",94041,"Mountain View"
"11/21/2014",64,56,48,10,10,4,8,2,9,"0",5,"",94041,"Mountain View"
"11/22/2014",68,61,53,10,10,10,16,7,25,"0.01",5,"",94041,"Mountain View"
"11/23/2014",66,56,45,10,10,10,10,3,12,"0",0,"",94041,"Mountain View"
"11/24/2014",68,55,42,10,10,10,9,3,12,"0",0,"",94041,"Mountain View"
"11/25/2014",67,55,43,10,10,9,7,1,8,"0",0,"",94041,"Mountain View"
"11/26/2014",70,57,43,10,9,6,9,1,10,"0",0,"",94041,"Mountain View"
"11/27/2014",69,57,45,10,9,5,6,1,10,"0",0,"",94041,"Mountain View"
"11/28/2014",65,54,43,10,6,0,12,3,15,"0",5,"Fog",94041,"Mountain View"
"11/29/2014",63,58,53,10,9,5,13,6,17,"0.34",6,"Rain",94041,"Mountain View"
"11/30/2014",63,58,52,10,8,2,10,3,15,"0.47",5,"Rain",94041,"Mountain View"
"12/1/2014",69,62,54,10,8,1,12,3,18,"0.12",3,"Rain",94041,"Mountain View"
"12/2/2014",63,59,54,10,6,1,15,6,22,"1.25",8,"Rain",94041,"Mountain View"
"12/3/2014",64,61,58,10,6,1,22,9,32,"1.85",7,"Rain",94041,"Mountain View"
"12/4/2014",68,62,56,10,10,9,12,4,17,"0.01",4,"Rain",94041,"Mountain View"
"12/5/2014",66,60,54,10,10,9,13,5,18,"0.02",5,"Rain",94041,"Mountain View"
"12/6/2014",69,64,58,10,9,2,13,4,17,"0.22",5,"Rain",94041,"Mountain View"
"12/7/2014",63,58,52,10,7,1,10,2,13,"0.01",3,"",94041,"Mountain View"
"12/8/2014",71,61,50,10,10,10,12,2,13,"0.01",1,"",94041,"Mountain View"
"12/9/2014",64,59,53,10,9,7,9,2,14,"0",3,"",94041,"Mountain View"
"12/10/2014",66,61,55,10,9,5,22,7,33,"0.01",3,"",94041,"Mountain View"
"12/11/2014",65,58,51,10,5,1,23,7,33,"3.36",8,"Rain",94041,"Mountain View"
"12/12/2014",57,53,49,10,9,5,6,1,7,"0.18",6,"Rain",94041,"Mountain View"
"12/13/2014",57,50,42,10,9,2,8,2,9,"0.02",2,"Rain",94041,"Mountain View"
"12/14/2014",61,53,44,10,10,6,14,4,18,"0.07",3,"Rain",94041,"Mountain View"
"12/15/2014",56,53,50,10,9,4,21,10,30,"0.71",6,"Rain",94041,"Mountain View"
"12/16/2014",62,56,50,10,10,6,16,7,26,"0.33",5,"Rain",94041,"Mountain View"
"12/17/2014",58,53,48,10,10,8,14,5,26,"0.16",6,"Rain",94041,"Mountain View"
"12/18/2014",63,58,52,10,10,10,16,7,25,"0",5,"",94041,"Mountain View"
"12/19/2014",59,56,53,10,10,5,20,8,25,"0.13",8,"Rain",94041,"Mountain View"
"12/20/2014",61,58,55,10,8,3,7,1,9,"0.01",8,"",94041,"Mountain View"
"12/21/2014",65,61,56,10,10,7,14,4,16,"0",7,"",94041,"Mountain View"
"12/22/2014",64,58,52,10,7,0,12,2,14,"0",5,"Fog",94041,"Mountain View"
"12/23/2014",69,59,49,10,10,10,10,3,14,"0",0,"",94041,"Mountain View"
"12/24/2014",62,55,48,10,6,0,21,5,29,"0.06",5,"Fog-Rain",94041,"Mountain View"
"12/25/2014",57,51,44,10,10,10,18,8,26,"T",0,"",94041,"Mountain View"
"12/26/2014",59,50,40,10,10,10,15,4,18,"0",0,"",94041,"Mountain View"
"12/27/2014",55,45,35,10,10,10,7,1,8,"0",0,"",94041,"Mountain View"
"12/28/2014",58,48,38,10,10,10,9,2,10,"0",2,"",94041,"Mountain View"
"12/29/2014",56,49,41,10,10,10,14,3,24,"0",2,"",94041,"Mountain View"
"12/30/2014",55,46,37,10,10,10,31,12,40,"0",0,"",94041,"Mountain View"
"12/31/2014",57,47,37,10,10,10,23,5,26,"0",0,"",94041,"Mountain View"
"9/1/2014",86,72,58,10,10,10,17,5,22,"0",0,"",95113,"San Jose"
"9/2/2014",77,68,59,10,10,9,15,6,20,"0",0,"",95113,"San Jose"
"9/3/2014",79,69,58,10,10,10,18,9,22,"0",3,"",95113,"San Jose"
"9/4/2014",80,70,59,10,9,6,16,7,20,"0",4,"",95113,"San Jose"
"9/5/2014",76,67,57,10,10,8,16,8,20,"0",2,"",95113,"San Jose"
"9/6/2014",76,67,58,10,8,5,16,6,18,"0",3,"",95113,"San Jose"
"9/7/2014",74,66,58,10,10,8,17,6,18,"0",3,"",95113,"San Jose"
"9/8/2014",70,63,56,10,10,9,16,7,20,"0",3,"",95113,"San Jose"
"9/9/2014",75,65,54,10,9,6,13,4,15,"0",2,"",95113,"San Jose"
"9/10/2014",88,72,55,10,9,4,14,4,16,"0",1,"",95113,"San Jose"
"9/11/2014",89,73,57,10,10,8,14,5,20,"0",1,"",95113,"San Jose"
"9/12/2014",85,72,59,10,9,6,13,4,22,"0",1,"",95113,"San Jose"
"9/13/2014",82,71,60,10,9,7,14,5,20,"0",4,"",95113,"San Jose"
"9/14/2014",79,69,59,10,9,6,13,6,20,"0",2,"",95113,"San Jose"
"9/15/2014",77,69,60,10,10,8,18,7,22,"0",2,"",95113,"San Jose"
"9/16/2014",81,69,56,10,10,10,16,5,20,"0",1,"",95113,"San Jose"
"9/17/2014",83,71,59,10,10,7,20,6,26,"0",3,"",95113,"San Jose"
"9/18/2014",80,72,64,10,10,10,18,8,23,"T",5,"",95113,"San Jose"
"9/19/2014",77,70,63,10,10,9,16,6,21,"0",3,"",95113,"San Jose"
"9/20/2014",77,70,62,10,10,7,17,6,23,"0",4,"",95113,"San Jose"
"9/21/2014",74,68,62,10,10,10,18,8,24,"0",5,"",95113,"San Jose"
"9/22/2014",79,71,62,10,10,9,20,7,24,"0",5,"",95113,"San Jose"
"9/23/2014",78,69,59,10,10,10,17,6,20,"0",4,"",95113,"San Jose"
"9/24/2014",80,71,62,10,10,10,23,6,25,"0",4,"",95113,"San Jose"
"9/25/2014",73,65,57,10,8,1,17,7,21,"0.36",6,"Rain",95113,"San Jose"
"9/26/2014",73,65,57,10,10,10,22,7,25,"T",4,"",95113,"San Jose"
"9/27/2014",74,67,59,10,10,10,16,6,22,"0",3,"",95113,"San Jose"
"9/28/2014",75,67,58,10,10,10,18,8,22,"0",4,"",95113,"San Jose"
"9/29/2014",72,65,58,10,10,8,21,6,24,"0",4,"",95113,"San Jose"
"9/30/2014",76,65,54,10,10,10,15,5,20,"0",1,"",95113,"San Jose"
"10/1/2014",85,70,55,10,10,10,16,6,23,"0",0,"",95113,"San Jose"
"10/2/2014",90,72,53,10,10,10,13,4,15,"0",0,"",95113,"San Jose"
"10/3/2014",91,75,58,10,10,10,13,4,21,"0",0,"",95113,"San Jose"
"10/4/2014",92,75,58,10,10,10,14,4,17,"0",1,"",95113,"San Jose"
"10/5/2014",90,74,58,10,10,10,14,3,15,"0",1,"",95113,"San Jose"
"10/6/2014",88,72,56,10,10,10,12,3,14,"0",1,"",95113,"San Jose"
"10/7/2014",81,69,56,10,10,7,14,4,16,"0",2,"",95113,"San Jose"
"10/8/2014",85,70,55,10,10,10,15,4,18,"0",1,"",95113,"San Jose"
"10/9/2014",75,65,55,10,10,8,14,5,15,"0",2,"",95113,"San Jose"
"10/10/2014",71,64,56,10,10,8,13,5,15,"0",5,"",95113,"San Jose"
"10/11/2014",77,65,53,10,10,7,14,4,16,"0",3,"",95113,"San Jose"
"10/12/2014",87,71,54,10,10,10,15,5,21,"0",0,"",95113,"San Jose"
"10/13/2014",87,71,55,10,10,9,18,5,22,"0",1,"",95113,"San Jose"
"10/14/2014",72,64,55,10,10,8,23,11,35,"0",4,"",95113,"San Jose"
"10/15/2014",73,66,58,10,10,10,18,8,28,"T",5,"",95113,"San Jose"
"10/16/2014",71,63,54,10,10,10,15,4,18,"0",5,"",95113,"San Jose"
"10/17/2014",75,63,51,10,10,10,15,6,20,"0",4,"",95113,"San Jose"
"10/18/2014",78,66,54,10,10,10,17,5,22,"0",0,"",95113,"San Jose"
"10/19/2014",75,65,55,10,8,0,18,5,22,"0",4,"Fog",95113,"San Jose"
"10/20/2014",68,61,54,10,10,7,24,6,29,"T",5,"Rain",95113,"San Jose"
"10/21/2014",70,59,48,10,10,10,20,5,23,"0",2,"",95113,"San Jose"
"10/22/2014",72,60,48,10,10,10,13,5,16,"0",4,"",95113,"San Jose"
"10/23/2014",74,65,55,10,10,10,14,4,20,"0",3,"",95113,"San Jose"
"10/24/2014",78,65,51,10,10,9,20,6,29,"0",2,"",95113,"San Jose"
"10/25/2014",71,64,56,10,8,2,16,7,22,"0.11",5,"Rain",95113,"San Jose"
"10/26/2014",68,60,51,10,10,10,21,7,25,"0",3,"",95113,"San Jose"
"10/27/2014",70,58,46,10,10,10,17,5,21,"0",2,"",95113,"San Jose"
"10/28/2014",73,60,47,10,10,10,15,4,17,"0",0,"",95113,"San Jose"
"10/29/2014",78,64,50,10,10,10,8,2,10,"0",1,"",95113,"San Jose"
"10/30/2014",81,68,55,10,10,10,16,5,21,"0",5,"",95113,"San Jose"
"10/31/2014",63,58,53,10,9,1,15,5,20,"0.51",7,"Rain",95113,"San Jose"
"11/1/2014",63,56,48,10,10,7,18,5,22,"0.02",4,"Rain",95113,"San Jose"
"11/2/2014",65,55,45,10,10,10,18,5,21,"0",1,"",95113,"San Jose"
"11/3/2014",69,56,43,10,10,10,14,4,17,"0",3,"",95113,"San Jose"
"11/4/2014",69,57,45,10,10,10,13,3,15,"0",2,"",95113,"San Jose"
"11/5/2014",77,62,47,10,10,10,9,2,9,"0",2,"",95113,"San Jose"
"11/6/2014",74,62,49,10,10,8,17,3,17,"0",3,"",95113,"San Jose"
"11/7/2014",69,60,51,10,6,0,10,3,14,"0",3,"Fog",95113,"San Jose"
"11/8/2014",74,62,49,10,10,8,8,1,10,"0",3,"",95113,"San Jose"
"11/9/2014",75,62,49,10,10,9,14,2,16,"0",1,"",95113,"San Jose"
"11/10/2014",73,60,46,10,6,0,15,5,20,"0",3,"Fog",95113,"San Jose"
"11/11/2014",65,59,52,10,10,10,18,7,22,"0",6,"",95113,"San Jose"
"11/12/2014",67,61,54,10,10,10,15,4,17,"T",7,"",95113,"San Jose"
"11/13/2014",66,60,53,10,9,2,14,7,18,"0.14",7,"Rain",95113,"San Jose"
"11/14/2014",66,59,51,10,10,10,14,4,17,"0",4,"",95113,"San Jose"
"11/15/2014",65,57,49,10,10,10,17,4,18,"0",4,"",95113,"San Jose"
"11/16/2014",64,55,45,10,10,10,14,3,17,"0",5,"",95113,"San Jose"
"11/17/2014",66,53,40,10,10,10,8,1,12,"0",3,"",95113,"San Jose"
"11/18/2014",66,55,44,10,10,10,12,2,13,"0",5,"",95113,"San Jose"
"11/19/2014",66,59,52,10,10,5,21,8,28,"T",5,"Rain",95113,"San Jose"
"11/20/2014",59,55,50,10,9,4,16,4,21,"0.12",6,"Rain",95113,"San Jose"
"11/21/2014",63,55,47,10,10,10,13,3,14,"0.01",6,"",95113,"San Jose"
"11/22/2014",64,57,50,10,8,2,18,9,24,"0.01",6,"Rain",95113,"San Jose"
"11/23/2014",65,55,45,10,10,10,13,5,15,"0",2,"",95113,"San Jose"
"11/24/2014",66,52,38,10,10,10,10,3,13,"0",1,"",95113,"San Jose"
"11/25/2014",67,54,40,10,10,10,7,2,9,"0",1,"",95113,"San Jose"
"11/26/2014",70,56,41,10,10,8,10,1,12,"0",1,"",95113,"San Jose"
"11/27/2014",69,56,43,10,9,7,6,1,8,"0",2,"",95113,"San Jose"
"11/28/2014",65,52,39,10,7,1,14,5,16,"0",3,"",95113,"San Jose"
"11/29/2014",60,56,51,10,9,3,17,7,21,"0.71",7,"Rain",95113,"San Jose"
"11/30/2014",64,57,50,10,8,2,9,6,,"0.57",5,"Rain",95113,"San Jose"
"12/1/2014",68,59,50,10,8,0,16,3,20,"0.02",4,"Fog",95113,"San Jose"
"12/2/2014",61,58,54,10,5,0,18,6,23,"1.2",7,"Fog-Rain",95113,"San Jose"
"12/3/2014",62,60,57,10,6,2,25,12,33,"1.28",7,"Rain",95113,"San Jose"
"12/4/2014",67,61,55,10,10,10,10,4,13,"0.01",5,"Rain",95113,"San Jose"
"12/5/2014",65,60,55,10,10,9,17,8,22,"0.02",7,"Rain",95113,"San Jose"
"12/6/2014",67,62,56,10,10,7,12,4,14,"0.02",6,"Rain",95113,"San Jose"
"12/7/2014",65,58,51,10,7,0,13,2,15,"0",5,"Fog",95113,"San Jose"
"12/8/2014",71,60,49,10,10,8,13,4,15,"0",4,"",95113,"San Jose"
"12/9/2014",64,58,51,10,10,8,12,3,15,"0",6,"",95113,"San Jose"
"12/10/2014",64,58,52,10,8,1,23,9,29,"0",6,"",95113,"San Jose"
"12/11/2014",63,57,50,10,5,1,32,12,44,"3.23",8,"Rain",95113,"San Jose"
"12/12/2014",56,51,46,10,9,5,10,4,15,"0.2",7,"Rain",95113,"San Jose"
"12/13/2014",57,50,43,10,9,2,9,2,12,"T",4,"",95113,"San Jose"
"12/14/2014",60,52,43,10,10,7,13,5,17,"0.05",5,"Rain",95113,"San Jose"
"12/15/2014",55,53,50,10,9,3,28,12,37,"0.65",7,"Rain",95113,"San Jose"
"12/16/2014",61,55,48,10,8,2,20,8,25,"0.55",6,"Rain",95113,"San Jose"
"12/17/2014",58,52,45,10,9,6,17,7,22,"0.22",6,"Rain",95113,"San Jose"
"12/18/2014",62,56,50,10,10,10,20,8,25,"0",6,"",95113,"San Jose"
"12/19/2014",57,55,52,10,10,5,20,9,25,"0.19",7,"Rain",95113,"San Jose"
"12/20/2014",62,58,54,10,8,2,10,2,13,"0.06",8,"Rain",95113,"San Jose"
"12/21/2014",62,59,56,10,10,6,16,6,18,"T",7,"Rain",95113,"San Jose"
"12/22/2014",63,58,52,10,9,2,10,5,14,"0",5,"",95113,"San Jose"
"12/23/2014",68,59,49,10,5,0,13,3,16,"0.02",2,"Fog",95113,"San Jose"
"12/24/2014",60,53,45,10,6,0,29,7,38,"0.04",4,"Fog-Rain",95113,"San Jose"
"12/25/2014",58,51,43,10,10,10,22,12,29,"0",0,"",95113,"San Jose"
"12/26/2014",57,49,40,10,10,10,14,6,21,"0",0,"",95113,"San Jose"
"12/27/2014",55,44,33,10,10,10,8,2,10,"0",3,"",95113,"San Jose"
"12/28/2014",57,47,37,10,10,10,8,2,12,"0",2,"",95113,"San Jose"
"12/29/2014",56,50,43,10,10,10,15,4,18,"0",4,"",95113,"San Jose"
"12/30/2014",53,45,37,10,10,10,31,13,39,"0",1,"",95113,"San Jose"
"12/31/2014",55,46,37,10,10,10,20,6,26,"0",1,"",95113,"San Jose"
